grape_id,view,ref_id,source_subdir,ref,ref_base,pair_key,path,variety,color,peso,form,size,num,min,max,Cal 7,Cal 7.5,Cal 8,Cal 8.5,Cal 9,Cal 9.5,Cal 10,Cal 10.5,Cal 11,Cal 11.5,Cal 12,Cal 12.5,Cal 13,Cal 13.5,Cal 14,Cal 14.5,Cal 15,Cal 15.5,Cal 16,Cal 16.5,Cal 17,Cal 17.5,Cal 18,Cal 18.5,Cal 19,Cal 19.5,Cal 20,Cal 20.5,Cal 21,Cal 21.5,Cal 22,Cal 22.5,Cal 23,Cal 23.5,Cal 24,Cal 24.5,Cal 25,Cal 25.5,Cal 26,Cal 26.5,Cal 27,Cal 27.5,Cal 28,Cal 28.5,Cal 29,Cal 29.5,Cal 30,Cal 30.5,Cal 31,Cal 31.5,Cal 32,image_path,exists,count_7,count_8,count_9,count_10,count_11,count_12,count_13,count_14,count_15,count_16,count_17,count_18,count_19,count_20,count_21,count_22,count_23,count_24,count_25,count_26,count_27,count_28,count_29,count_30,count_31,count_32,grape_count_total,hist_7,hist_8,hist_9,hist_10,hist_11,hist_12,hist_13,hist_14,hist_15,hist_16,hist_17,hist_18,hist_19,hist_20,hist_21,hist_22,hist_23,hist_24,hist_25,hist_26,hist_27,hist_28,hist_29,hist_30,hist_31,hist_32,mean_mm,variety_raw,variety_idx,split,cache_exists,resolved_image_path,resolved_exists,count_stratum,hist_cluster,selected_reason,subsample_variety,subsample_n_for_variety,subsample_max_target,subsample_output_relpath,subsample_output_abspath
1843,A,1843A,EPG-19-CRIMSON,65A,65,EPG-19-CRIMSON::65,all_out_v2/EPG-19-CRIMSON_IMAGEN_129.jpg,CRIMSON,ROJA ,455.0,OVALADA,72.0,72.0,14.0,20.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,4.0,0,20.0,0,25.0,0,18.0,0,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,/content/eda_grapes_dataset/all_out_v2/EPG-19-CRIMSON_IMAGEN_129.jpg,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,20.0,25.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888889,0.0,0.055555556,0.2777778,0.3472222,0.25,0.055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.916666,CRIMSON ,2,val,True,/content/eda_grapes_dataset/all_out_v2/EPG-19-CRIMSON_IMAGEN_129.jpg,True,2,2,balanced_count_plus_histdiv,CRIMSON,25,25,images/CRIMSON/1843__1843A__A__EPG-19-CRIMSON_65__65.jpg,/content/drive/MyDrive/Paper-uvas/v3/residual_visible_training_v2/val_subsample_balanced_25/images/CRIMSON/1843__1843A__A__EPG-19-CRIMSON_65__65.jpg
3483,A,3483A,EPG-6-CRIMSON,126A,126,EPG-6-CRIMSON::126,all_out_v2/EPG-6-CRIMSON_IMAGEN_251.jpg,CRIMSON,ROJA,249.0,OVALADA,76.0,76.0,12.0,18.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0,3.0,0,14.0,0,26.0,0,12.0,0,16.0,0,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,/content/eda_grapes_dataset/all_out_v2/EPG-6-CRIMSON_IMAGEN_251.jpg,True,0.0,0.0,0.0,0.0,0.0,2.0,3.0,14.0,26.0,12.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.02631579,0.039473683,0.18421052,0.34210527,0.15789473,0.21052632,0.039473683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.355263,CRIMSON,2,val,True,/content/eda_grapes_dataset/all_out_v2/EPG-6-CRIMSON_IMAGEN_251.jpg,True,2,0,balanced_count_plus_histdiv,CRIMSON,25,25,images/CRIMSON/3483__3483A__A__EPG-6-CRIMSON_126__126.jpg,/content/drive/MyDrive/Paper-uvas/v3/residual_visible_training_v2/val_subsample_balanced_25/images/CRIMSON/3483__3483A__A__EPG-6-CRIMSON_126__126.jpg
647,A,647A,EPG-13-CRIMSON,4A,4,EPG-13-CRIMSON::4,all_out_v2/EPG-13-CRIMSON_IMAGEN_7.jpg,CRIMSON,ROJA,145.0,OVALADA,80.0,80.0,9.0,13.0,0.0,0,0.0,0,7.0,0,14.0,0,40.0,0,16.0,0,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,/content/eda_grapes_dataset/all_out_v2/EPG-13-CRIMSON_IMAGEN_7.jpg,True,0.0,0.0,7.0,14.0,40.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0875,0.175,0.5,0.2,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.925,CRIMSON,2,val,True,/content/eda_grapes_dataset/all_out_v2/EPG-13-CRIMSON_IMAGEN_7.jpg,True,2,1,balanced_count_plus_histdiv,CRIMSON,25,25,images/CRIMSON/647__647A__A__EPG-13-CRIMSON_4__4.jpg,/content/drive/MyDrive/Paper-uvas/v3/residual_visible_training_v2/val_subsample_balanced_25/images/CRIMSON/647__647A__A__EPG-13-CRIMSON_4__4.jpg
2624,B,2624B,EPG-3-CRIMSON,34B,34,EPG-3-CRIMSON::34,all_out_v2/EPG-3-CRIMSON_IMAGEN_68.jpg,CRIMSON,ROJA,227.0,OVALADA,86.0,86.0,11.0,18.0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,6.0,0,18.0,0,35.0,0,14.0,0,9.0,0,1.0,0,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,/content/eda_grapes_dataset/all_out_v2/EPG-3-CRIMSON_IMAGEN_68.jpg,True,0.0,0.0,0.0,0.0,1.0,6.0,18.0,35.0,14.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.011627907,0.069767445,0.20930232,0.40697673,0.1627907,0.10465116,0.011627907,0.023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.116279,CRIMSON,2,val,True,/content/eda_grapes_dataset/all_out_v2/EPG-3-CRIMSON_IMAGEN_68.jpg,True,3,3,balanced_count_plus_histdiv,CRIMSON,25,25,images/CRIMSON/2624__2624B__B__EPG-3-CRIMSON_34__34.jpg,/content/drive/MyDrive/Paper-uvas/v3/residual_visible_training_v2/val_subsample_balanced_25/images/CRIMSON/2624__2624B__B__EPG-3-CRIMSON_34__34.jpg
2830,B,2830B,EPG-31-CRIMSON,4B,4,EPG-31-CRIMSON::4,all_out_v2/EPG-31-CRIMSON_IMAGEN_8.jpg,CRIMSON,ROJA,397.0,OVALADA,86.0,86.0,14.0,20.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,4.0,0,15.0,0,25.0,0,23.0,0,14.0,0,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,/content/eda_grapes_dataset/all_out_v2/EPG-31-CRIMSON_IMAGEN_8.jpg,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,15.0,25.0,23.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627907,0.046511628,0.1744186,0.29069766,0.26744187,0.1627907,0.046511628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.430233,CRIMSON,2,val,True,/content/eda_grapes_dataset/all_out_v2/EPG-31-CRIMSON_IMAGEN_8.jpg,True,3,2,balanced_count_plus_histdiv,CRIMSON,25,25,images/CRIMSON/2830__2830B__B__EPG-31-CRIMSON_4__4.jpg,/content/drive/MyDrive/Paper-uvas/v3/residual_visible_training_v2/val_subsample_balanced_25/images/CRIMSON/2830__2830B__B__EPG-31-CRIMSON_4__4.jpg
1794,B,1794B,EPG-19-CRIMSON,16B,16,EPG-19-CRIMSON::16,all_out_v2/EPG-19-CRIMSON_IMAGEN_32.jpg,CRIMSON,ROJA ,375.0,OVALADA,93.0,93.0,11.0,19.0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,6.0,0,1.0,0,7.0,0,17.0,0,34.0,0,16.0,0,9.0,0,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,/content/eda_grapes_dataset/all_out_v2/EPG-19-CRIMSON_IMAGEN_32.jpg,True,0.0,0.0,0.0,0.0,1.0,6.0,1.0,7.0,17.0,34.0,16.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.010752688,0.06451613,0.010752688,0.07526882,0.1827957,0.3655914,0.17204301,0.09677419,0.021505376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.752688,CRIMSON ,2,val,True,/content/eda_grapes_dataset/all_out_v2/EPG-19-CRIMSON_IMAGEN_32.jpg,True,3,0,balanced_count_plus_histdiv,CRIMSON,25,25,images/CRIMSON/1794__1794B__B__EPG-19-CRIMSON_16__16.jpg,/content/drive/MyDrive/Paper-uvas/v3/residual_visible_training_v2/val_subsample_balanced_25/images/CRIMSON/1794__1794B__B__EPG-19-CRIMSON_16__16.jpg
3055,A,3055A,EPG-36-CRIMSON,15A,15,EPG-36-CRIMSON::15,all_out_v2/EPG-36-CRIMSON_IMAGEN_29.jpg,CRIMSON,ROJA,251.0,OVALADA,96.0,96.0,9.0,15.0,0.0,0,0.0,0,8.0,0,13.0,0,23.0,0,25.0,0,14.0,0,11.0,0,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,/content/eda_grapes_dataset/all_out_v2/EPG-36-CRIMSON_IMAGEN_29.jpg,True,0.0,0.0,8.0,13.0,23.0,25.0,14.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.083333336,0.13541667,0.23958333,0.26041666,0.14583333,0.114583336,0.020833334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.677083,CRIMSON,2,val,True,/content/eda_grapes_dataset/all_out_v2/EPG-36-CRIMSON_IMAGEN_29.jpg,True,3,1,balanced_count_plus_histdiv,CRIMSON,25,25,images/CRIMSON/3055__3055A__A__EPG-36-CRIMSON_15__15.jpg,/content/drive/MyDrive/Paper-uvas/v3/residual_visible_training_v2/val_subsample_balanced_25/images/CRIMSON/3055__3055A__A__EPG-36-CRIMSON_15__15.jpg
1849,A,1849A,EPG-19-CRIMSON,71A,71,EPG-19-CRIMSON::71,all_out_v2/EPG-19-CRIMSON_IMAGEN_141.jpg,CRIMSON,ROJA ,374.0,OVALADA,103.0,103.0,11.0,19.0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0,1.0,0,4.0,0,11.0,0,19.0,0,24.0,0,25.0,0,15.0,0,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,/content/eda_grapes_dataset/all_out_v2/EPG-19-CRIMSON_IMAGEN_141.jpg,True,0.0,0.0,0.0,0.0,2.0,1.0,4.0,11.0,19.0,24.0,25.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.019417476,0.009708738,0.03883495,0.106796116,0.18446602,0.23300971,0.24271844,0.14563107,0.019417476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.941747,CRIMSON ,2,val,True,/content/eda_grapes_dataset/all_out_v2/EPG-19-CRIMSON_IMAGEN_141.jpg,True,3,0,balanced_count_plus_histdiv,CRIMSON,25,25,images/CRIMSON/1849__1849A__A__EPG-19-CRIMSON_71__71.jpg,/content/drive/MyDrive/Paper-uvas/v3/residual_visible_training_v2/val_subsample_balanced_25/images/CRIMSON/1849__1849A__A__EPG-19-CRIMSON_71__71.jpg
3123,B,3123B,EPG-37-CRIMSON,23B,23,EPG-37-CRIMSON::23,all_out_v2/EPG-37-CRIMSON_IMAGEN_46.jpg,CRIMSON,ROJA,438.0,OVALADA,104.0,104.0,10.0,20.0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0,4.0,0,4.0,0,15.0,0,16.0,0,23.0,0,25.0,0,10.0,0,4.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,/content/eda_grapes_dataset/all_out_v2/EPG-37-CRIMSON_IMAGEN_46.jpg,True,0.0,0.0,0.0,1.0,1.0,4.0,4.0,15.0,16.0,23.0,25.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.009615385,0.009615385,0.03846154,0.03846154,0.14423077,0.15384616,0.22115384,0.24038461,0.09615385,0.03846154,0.009615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.769231,CRIMSON,2,val,True,/content/eda_grapes_dataset/all_out_v2/EPG-37-CRIMSON_IMAGEN_46.jpg,True,4,0,balanced_count_plus_histdiv,CRIMSON,25,25,images/CRIMSON/3123__3123B__B__EPG-37-CRIMSON_23__23.jpg,/content/drive/MyDrive/Paper-uvas/v3/residual_visible_training_v2/val_subsample_balanced_25/images/CRIMSON/3123__3123B__B__EPG-37-CRIMSON_23__23.jpg
3134,B,3134B,EPG-37-CRIMSON,34B,34,EPG-37-CRIMSON::34,all_out_v2/EPG-37-CRIMSON_IMAGEN_68.jpg,CRIMSON,ROJA,526.0,OVALADA,109.0,109.0,14.0,21.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,0,4.0,0,13.0,0,25.0,0,30.0,0,25.0,0,8.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,/content/eda_grapes_dataset/all_out_v2/EPG-37-CRIMSON_IMAGEN_68.jpg,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,13.0,25.0,30.0,25.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027522936,0.036697246,0.119266056,0.2293578,0.27522936,0.2293578,0.07339449,0.0091743115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.715597,CRIMSON,2,val,True,/content/eda_grapes_dataset/all_out_v2/EPG-37-CRIMSON_IMAGEN_68.jpg,True,4,2,balanced_count_plus_histdiv,CRIMSON,25,25,images/CRIMSON/3134__3134B__B__EPG-37-CRIMSON_34__34.jpg,/content/drive/MyDrive/Paper-uvas/v3/residual_visible_training_v2/val_subsample_balanced_25/images/CRIMSON/3134__3134B__B__EPG-37-CRIMSON_34__34.jpg
3136,B,3136B,EPG-37-CRIMSON,36B,36,EPG-37-CRIMSON::36,all_out_v2/EPG-37-CRIMSON_IMAGEN_72.jpg,CRIMSON,ROJA,470.0,OVALADA,123.0,123.0,12.0,21.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0,7.0,0,22.0,0,30.0,0,40.0,0,19.0,0,2.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,/content/eda_grapes_dataset/all_out_v2/EPG-37-CRIMSON_IMAGEN_72.jpg,True,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,22.0,30.0,40.0,19.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.008130081,0.008130081,0.05691057,0.17886178,0.24390244,0.32520324,0.15447155,0.016260162,0.0,0.008130081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.373985,CRIMSON,2,val,True,/content/eda_grapes_dataset/all_out_v2/EPG-37-CRIMSON_IMAGEN_72.jpg,True,4,0,balanced_count_plus_histdiv,CRIMSON,25,25,images/CRIMSON/3136__3136B__B__EPG-37-CRIMSON_36__36.jpg,/content/drive/MyDrive/Paper-uvas/v3/residual_visible_training_v2/val_subsample_balanced_25/images/CRIMSON/3136__3136B__B__EPG-37-CRIMSON_36__36.jpg
3793,B,3793B,EPG-8-CRIMSON,16B,16,EPG-8-CRIMSON::16,all_out_v2/EPG-8-CRIMSON_IMAGEN_32.jpg,CRIMSON,ROJA ,207.0,OVALADA,125.0,125.0,9.0,15.0,0.0,0,0.0,0,2.0,0,9.0,0,24.0,0,45.0,0,23.0,0,16.0,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,/content/eda_grapes_dataset/all_out_v2/EPG-8-CRIMSON_IMAGEN_32.jpg,True,0.0,0.0,2.0,9.0,24.0,45.0,23.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.016,0.072,0.192,0.36,0.184,0.128,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,CRIMSON,2,val,True,/content/eda_grapes_dataset/all_out_v2/EPG-8-CRIMSON_IMAGEN_32.jpg,True,4,1,balanced_count_plus_histdiv,CRIMSON,25,25,images/CRIMSON/3793__3793B__B__EPG-8-CRIMSON_16__16.jpg,/content/drive/MyDrive/Paper-uvas/v3/residual_visible_training_v2/val_subsample_balanced_25/images/CRIMSON/3793__3793B__B__EPG-8-CRIMSON_16__16.jpg
2604,A,2604A,EPG-3-CRIMSON,14A,14,EPG-3-CRIMSON::14,all_out_v2/EPG-3-CRIMSON_IMAGEN_27.jpg,CRIMSON,ROJA,395.0,OVALADA,133.0,133.0,9.0,17.0,0.0,0,0.0,0,1.0,0,7.0,0,7.0,0,30.0,0,35.0,0,24.0,0,19.0,0,7.0,0,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,/content/eda_grapes_dataset/all_out_v2/EPG-3-CRIMSON_IMAGEN_27.jpg,True,0.0,0.0,1.0,7.0,7.0,30.0,35.0,24.0,19.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.007518797,0.05263158,0.05263158,0.22556391,0.2631579,0.18045112,0.14285715,0.05263158,0.02255639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.19549,CRIMSON,2,val,True,/content/eda_grapes_dataset/all_out_v2/EPG-3-CRIMSON_IMAGEN_27.jpg,True,4,3,balanced_count_plus_histdiv,CRIMSON,25,25,images/CRIMSON/2604__2604A__A__EPG-3-CRIMSON_14__14.jpg,/content/drive/MyDrive/Paper-uvas/v3/residual_visible_training_v2/val_subsample_balanced_25/images/CRIMSON/2604__2604A__A__EPG-3-CRIMSON_14__14.jpg
3533,A,3533A,EPG-6-IVORY,28A,28,EPG-6-IVORY::28,all_out_v2/EPG-6-IVORY_IMAGEN_55.jpg,IVORY,VERDE,160.0,REDONDA,26.0,26.0,16.0,25.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,1.0,0,4.0,0,3.0,0,6.0,0,7.0,0,2.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,/content/eda_grapes_dataset/all_out_v2/EPG-6-IVORY_IMAGEN_55.jpg,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,6.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03846154,0.0,0.03846154,0.15384616,0.115384616,0.23076923,0.26923078,0.07692308,0.03846154,0.03846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.961538,IVORY,3,val,True,/content/eda_grapes_dataset/all_out_v2/EPG-6-IVORY_IMAGEN_55.jpg,True,0,0,balanced_count_plus_histdiv,IVORY,25,25,images/IVORY/3533__3533A__A__EPG-6-IVORY_28__28.jpg,/content/drive/MyDrive/Paper-uvas/v3/residual_visible_training_v2/val_subsample_balanced_25/images/IVORY/3533__3533A__A__EPG-6-IVORY_28__28.jpg
3533,B,3533B,EPG-6-IVORY,28B,28,EPG-6-IVORY::28,all_out_v2/EPG-6-IVORY_IMAGEN_56.jpg,IVORY,VERDE,160.0,REDONDA,26.0,26.0,16.0,25.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,1.0,0,4.0,0,3.0,0,6.0,0,7.0,0,2.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,/content/eda_grapes_dataset/all_out_v2/EPG-6-IVORY_IMAGEN_56.jpg,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,6.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03846154,0.0,0.03846154,0.15384616,0.115384616,0.23076923,0.26923078,0.07692308,0.03846154,0.03846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.961538,IVORY,3,val,True,/content/eda_grapes_dataset/all_out_v2/EPG-6-IVORY_IMAGEN_56.jpg,True,0,0,balanced_count_plus_histdiv,IVORY,25,25,images/IVORY/3533__3533B__B__EPG-6-IVORY_28__28.jpg,/content/drive/MyDrive/Paper-uvas/v3/residual_visible_training_v2/val_subsample_balanced_25/images/IVORY/3533__3533B__B__EPG-6-IVORY_28__28.jpg
3520,A,3520A,EPG-6-IVORY,15A,15,EPG-6-IVORY::15,all_out_v2/EPG-6-IVORY_IMAGEN_29.jpg,IVORY,VERDE,50.0,REDONDA,27.0,27.0,12.0,17.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,9.0,0,12.0,0,4.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,/content/eda_grapes_dataset/all_out_v2/EPG-6-IVORY_IMAGEN_29.jpg,True,0.0,0.0,0.0,0.0,0.0,1.0,9.0,12.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.037037037,0.33333334,0.44444445,0.14814815,0.0,0.037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.851852,IVORY,3,val,True,/content/eda_grapes_dataset/all_out_v2/EPG-6-IVORY_IMAGEN_29.jpg,True,0,1,balanced_count_plus_histdiv,IVORY,25,25,images/IVORY/3520__3520A__A__EPG-6-IVORY_15__15.jpg,/content/drive/MyDrive/Paper-uvas/v3/residual_visible_training_v2/val_subsample_balanced_25/images/IVORY/3520__3520A__A__EPG-6-IVORY_15__15.jpg
3520,B,3520B,EPG-6-IVORY,15B,15,EPG-6-IVORY::15,all_out_v2/EPG-6-IVORY_IMAGEN_30.jpg,IVORY,VERDE,50.0,REDONDA,27.0,27.0,12.0,17.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,9.0,0,12.0,0,4.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,/content/eda_grapes_dataset/all_out_v2/EPG-6-IVORY_IMAGEN_30.jpg,True,0.0,0.0,0.0,0.0,0.0,1.0,9.0,12.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.037037037,0.33333334,0.44444445,0.14814815,0.0,0.037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.851852,IVORY,3,val,True,/content/eda_grapes_dataset/all_out_v2/EPG-6-IVORY_IMAGEN_30.jpg,True,0,1,balanced_count_plus_histdiv,IVORY,25,25,images/IVORY/3520__3520B__B__EPG-6-IVORY_15__15.jpg,/content/drive/MyDrive/Paper-uvas/v3/residual_visible_training_v2/val_subsample_balanced_25/images/IVORY/3520__3520B__B__EPG-6-IVORY_15__15.jpg
